Género,Título,Adivinanza 2,Artista,Spotify
Pop Latino,"Te Extraño, Te Olvido, Te Amo",Una triada de sentimientos que suelen ir en conjunto cuando alguien se aleja.,Ricky Martin,https://open.spotify.com/track/4S1bYWrLOC8smuy8kJzxKQ
Urbana,Te Felicito,"Un mensaje de congratulación que puede sonar a risa, pero es más propio del desamor.","Shakira, Rauw Alejandro",https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
Vallenato,Te Haré Cambiar,Transformaré tu perspectiva en un giro que no esperas.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/7jWjLAC9IBsWWcfpqLU23I
Plancha,Te He Prometido,Una declaración de intención que trasciende el tiempo y los momentos compartidos.,Leo Dan,https://open.spotify.com/track/7Et3UkjbCjRhRaACPBXRQg
Tropical,Te He Prometido,"Un compromiso verbal que se hace, pero que no siempre se cumple.",Junior Gonzalez,https://open.spotify.com/track/742x4cdDwex5kcwMhLfNkb
Banda,Te Hubieras Ido Antes,"Un momento previo a la partida, que podría haber evitado el dolor.",Pipe Bueno,https://open.spotify.com/track/0uw9huLXX2ne9bkisvYUFH
Urbana,Te Invito,"Una oferta para pasar un buen rato juntos, sin obligación.",Aventura,https://open.spotify.com/track/5UdT2XVZPgZDMi7vxQBgRN
Urbana,Te llevas To,Un pequeño fragmento de un todo que se lo lleva alguien más.,KAROL G,https://open.spotify.com/track/05P0CPgq8EH9yXOYWql17I
Pop Latino,Te Lloré Un Río,"Una masa de agua hecha lágrimas, donde fluyeron mis sentimientos.",Maná,https://open.spotify.com/track/4HrX1xb0RsnmmJqN52hhHj
Pop Latino,"Te lo agradezco, pero no (feat. Shakira)",Una expresión de gratitud mezclada con una negativa rotunda en un dúo inesperado.,"Alejandro Sanz, Shakira",https://open.spotify.com/track/0TSO6afZViXH6OUlIMl6m4
Tropical,Te Necesito Mas,"Un anhelo profundo que crece en el corazón, buscando más de lo que ya tienes.",La Misma Gente,https://open.spotify.com/track/7AakHxcGB1a1H7p9k9omt6
Tropical,Te Necesito Mi Amor,"Un vínculo profundo que ansío, sumando afecto y anhelando tu compañía.",Maelo Ruiz,https://open.spotify.com/track/53eYV0Xo8fj2wTVb5GIIiK
Tropical,Te Olvide,Dejé de recordar lo que solía sentir por ti.,Conjunto Chaney,https://open.spotify.com/track/68hwWf88SYhwIvNtavjWyC
Banda,Te Parece Poco,¿Es insuficiente lo que sientes por mí?,Pipe Bueno,https://open.spotify.com/track/6MONkJqN1Q8Y86cP8D1wtZ
Vallenato,Te Pierdo Y Te Pienso,"En el juego del amor, a veces, te dejo ir y a la vez, te tengo presente.",Los Inquietos del Vallenato,https://open.spotify.com/track/0WNAzUD7bWABK4ZFui9r4k
Urbana,Te Pintaron Pajaritos,"El arte que adorna lo que vuela, pero en este caso, es sólo ilusión.","Yandar & Yostin, Andy Rivera",https://open.spotify.com/track/4jY5SnGbpH6FdGCqVbhOD4
Plancha,Te Propongo,Una oferta que invita a dar un paso hacia algo más profundo.,Sandro,https://open.spotify.com/track/0FsmfPF1d68aOWocBcuHpJ
Tropical,Te Propongo,Una invitación a compartir un futuro entre dos corazones.,Hector Rey,https://open.spotify.com/track/2WLNCSzgMtdXyHcdPNK8UQ
Tropical,Te Propongo,Un ofrecimiento que sugiere una opción romántica y sincera entre dos.,Gilberto Santa Rosa,https://open.spotify.com/track/6AbVjoG8GXBozXo7jOdaTr
Tropical,Te Quiero,"Un sentimiento profundo que se siente por alguien especial, más allá de la amistad.",Domingo Quiñones,https://open.spotify.com/track/6DiFM94NGY075lnhtSiGvy
Tropical,Te Quiero Amor,"Un sentimiento profundo hacia esa persona especial, acompañado de una dulce palabra.",Pedro Conga,https://open.spotify.com/track/1QXXEBaCZy5DGdfZxj18kj
Tropical,Te Quiero Amor,Deseo profundo hacia ese sentimiento tan poderoso que une dos almas.,"Maelo Ruiz, Pedro Conga",https://open.spotify.com/track/0YXACQDJPtH66tcuWG42ZR
Vallenato,Te Quiero Asi,"Deseo que tu esencia se mantenga de esta manera, mi amor.",Los inquietos del vallenato,https://open.spotify.com/track/3avvOq4Nziye4oNcHeruKu
Pop Latino,Te quiero igual,Un sentimiento profundo que permanece sin importar la reciprocidad.,Andrés Calamaro,https://open.spotify.com/track/7qIw4D1PcDHigDohKkLB0W
Urbana,Te Quiero Pa´Mi,"Un deseo de posesión, anhelando tener a alguien especial solo para mí.","Don Omar, Zion & Lennox",https://open.spotify.com/track/5YTMV11r6H8eeKuHghbBql
Tropical,Te Quise Tanto,"Sentí una fuerte emoción hacia ti, que no puedo olvidar.",Nacho Acero,https://open.spotify.com/track/4CPyTGm3D9CLwns1V7kDmu
Urbana,Te Regalo,"Un presente que no se puede envolver, pero que viene del corazón.","Rels B, J Abecia",https://open.spotify.com/track/2318Aoqig6HS9YkHGlAm8T
Tropical,Te Regalo el Corazon,"Un obsequio de ese órgano que siente y late, entregado con cariño.",El Gran Combo De Puerto Rico,https://open.spotify.com/track/6JTuTBQwY6SwCx0HzdZVjV
Urbana,Te Robaré,"Voy a quitarte algo valioso, pero ¿acaso me dirás que no?","Nicky Jam, Ozuna",https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
Vallenato,Te Sorprenderás,"Cuando pienses que ya no hay más sorpresas, encontrarás algo que no esperabas.",Los inquietos del vallenato,https://open.spotify.com/track/3PmZbVgKrXe2v7H5y5d8uk
Tropical,Te Vas De Mi,Cuando decides partir y dejar algo que fue tuyo.,Sonora Ponceña,https://open.spotify.com/track/4kp9lpxCVbe5R9mxl5sFGB
Vallenato,Te Veré Llorar,Un futuro encuentro donde las lágrimas fluyen por el no poder estar.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/0gG85VPgg0uOpNzJgw10Le
Urbana,Te Vi,"Observé tu presencia en un instante, un encuentro fugaz que dejó huella.","Piso 21, Micro TDH",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
Tropical,Te Voy a Hacer Feliz,Prometo que haré que sonrías y te llenaré de alegría.,Mariano Civico,https://open.spotify.com/track/4jBkRRscUmbKtUbngf2WQf
Tropical,Te Voy a Olvidar,Una promesa de dejar atrás un recuerdo que duele y olvidar su esencia.,"Anddy Caicedo, Cassanova",https://open.spotify.com/track/415SdF6iXWeGUbwoRooTTt
Tropical,Tempestad,Un fenómeno climático que agita el mar y desata emociones intensas.,Jimmy Saa,https://open.spotify.com/track/5XQUnc2Z9gDyFaKV1UPoux
Urbana,Tempted to Touch,"Atraído a sentir un roce, un deseo de conexión irresistible.",Rupee,https://open.spotify.com/track/2KyeRuRvBxIzmUHM7ETkOf
Tropical,Tendria Que Llorar Por Ti,Un sentimiento de tristeza por alguien que nunca debería importarte.,Moncho Santana,https://open.spotify.com/track/1KvvRNWBKRcWE6aSxroIb0
Plancha,Tengo Mucho Que Aprender de Ti,Una abundante cantidad de lecciones que me faltan por recibir de tu sabiduría.,Emmanuel,https://open.spotify.com/track/4oGUe2drMP0QGkSeOHc0Ro
Pop Latino,Tengo Todo Excepto a Ti,"Lo poseo todo en la vida, salvo a la persona que anhelo.",Luis Miguel,https://open.spotify.com/track/27XboT5Wb8VOn7A0heo3Ei
Urbana,Tengo Un Amor (feat. Rakim & Ken-Y) - Remix Version,"Siento una emoción especial por una persona en mi corazón, un profundo sentimiento.","Toby Love, Rakim, Ken-Y",https://open.spotify.com/track/4mDWapOAzoFsHu8TPcP2R0
Banda,Tenías Razón,"Un argumento que se sostiene, aún cuando se creía lo contrario.",Yeison Jimenez,https://open.spotify.com/track/1Ek8ncnW6IJMJnBfFlJ0OE
Banda,Tequila Con Cerveza,Una bebida fuerte combinada con la burbujeante que suele alegrar cualquier fiesta.,"Luis Alfonso, Blessd",https://open.spotify.com/track/4x7oOM338zTGyLb33RR8jJ
Tropical,Teresita,Una joven con un nombre tradicional que alegra el corazón de quien la canta.,"Conjunto Clásico, Tito Nieves",https://open.spotify.com/track/5EPx1kv0UcbU2bObPzXpqf
Pop Anglo,test drive,"Una prueba al volante, ¿te atreverías a acelerar sin un destino claro?",Ariana Grande,https://open.spotify.com/track/3eZYOQO4UzKrUDYDghtnFw
Pop Anglo,Thank You,Un gesto de gratitud sincero por lo que has recibido en la vida.,Dido,https://open.spotify.com/track/3yUcJwYu7fXAfqMj9krY6l
Pop Anglo,That's What I Like,Lo que disfruto son cosas que son típicas de un estilo de vida deseado.,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
Pop Anglo,The Hills,Montañas en la distancia que guardan secretos de una vida oculta.,The Weeknd,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
Pop Anglo,The Kill,"Una pérdida que duele hasta el fondo, un final oscuro y trágico.",Thirty Seconds To Mars,https://open.spotify.com/track/0lP4HYLmvowOKdsQ7CVkuq
Pop Anglo,The Man Who Sold The World - Live,Un individuo que cambió de manos el planeta que habitamos.,Nirvana,https://open.spotify.com/track/15VRO9CQwMpbqUYA7e6Hwg
Pop Anglo,The Scientist,El experto en la materia que busca entender lo que ya fue.,Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
Pop Anglo,The Shoop Shoop Song (It's In His Kiss),La melodía está en la forma en que sus labios se mueven.,Cher,https://open.spotify.com/track/5oV1YjM2rtyZ55txHHsFUu
Pop Anglo,The Way You Make Me Feel - 2012 Remaster,La forma en que tú me haces experimentar emociones intensas y agradables.,Michael Jackson,https://open.spotify.com/track/76HKOVWqsEg26SECtmw7Rz
Pop Anglo,Thinking out Loud,Una reflexión profunda y continua sobre lo que se siente con intensidad.,Ed Sheeran,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
Pop Anglo,This Love,"Un vínculo que regresa, como un eco en el tiempo.",Maroon 5,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF
Tropical,Tiburon,Un pez grande que nada en aguas saladas y se vuelve rey del mar.,Proyecto Uno,https://open.spotify.com/track/2GcjfckZexh9wRRjg9KtQG
Pop Latino,Tientame,"Dame una señal que despierte mi deseo, una invitación a acercarme más.",69 Nombres,https://open.spotify.com/track/2IcpUhPfJs2erd8VfttsBv
Vallenato,Tierra Mala,"Un suelo que no ofrece frutos, donde las esperanzas parecen secarse.","Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/4TTYsYuhG7W8JpM1tBrwwI
Pop Anglo,Time,Un recurso del reloj que nunca se detiene y lo que usas para medir.,Olivia Dean,https://open.spotify.com/track/78Uo6eJIPkVo4Xw848NCN7
Pop Anglo,Timeless (feat. DJ SPINKING),"Sin fin ni límites, un concepto que perdura a lo largo de la existencia.","A Boogie Wit da Hoodie, DJ SpinKing",https://open.spotify.com/track/0q5DrtpnnGpOvBy5nnPMbe
Urbana,Tiroteo - Remix,"Un intercambio de disparos, ¿o será algo que ocurre a otra velocidad?","Marc Seguí, Rauw Alejandro, Pol Granch",https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
Pop Anglo,Titanium (feat. Sia),Un metal fuerte que resiste y vuelve a levantarse en cada embate.,"David Guetta, Sia",https://open.spotify.com/track/0TDLuuLlV54CkRRUOahJb4
Urbana,Tití Me Preguntó,Un familiar que se interesa por tu vida amorosa.,Bad Bunny,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ
Urbana,To My Love,Una dedicación afectuosa hacia esa persona especial que hace latir tu corazón.,Bomba Estéreo,https://open.spotify.com/track/6z1VtU0MCGo666iKiajfhp
Urbana,Todavia,"Aún no he dejado ir lo que siento, permanece en mi corazón sin cesar.",La Factoria,https://open.spotify.com/track/5wPhERt9izm1T45aFXDWPe
Urbana,Todavia Me Amas,¿Sigues sintiendo cariño por quien ya no está en tu vida?,Aventura,https://open.spotify.com/track/0wJTj7BfrMEJ30x63A1lh4
Pop Latino,Todo Cambió,Lo que sucede cuando una situación experimenta una transformación completa.,Camila,https://open.spotify.com/track/4OyzSXRSadNQt5EMwASdap
Urbana,Todo De Ti,Cada aspecto que amas de una persona puede ser tu universo.,Rauw Alejandro,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
Tropical,Todo Empezó,Un inicio que abarca todo lo que surge en el corazón.,Eddie Santiago,https://open.spotify.com/track/0SkkD8rQuyaPuerKfakzA0
Tropical,Todo Me Huele A Ti,Cada aroma en el aire me recuerda a tu presencia.,Rubby Haddock and Orchesta,https://open.spotify.com/track/0Rc1gXrR2QlaYkhevKh0EC
Plancha,Todo por Nada,"Una elección que resulta infructuosa; todo se va, convirtiéndose en aire.",Camilo Sesto,https://open.spotify.com/track/1UGIV0PIvqR9HVgXHTbRo0
Tropical,Todo Se Derrumbo,"Cuando la estructura de tus sueños colapsa, ¿qué queda?",Noche Caliente,https://open.spotify.com/track/4tVkA5uKlxZygfVYAc1ALk
Plancha,Todo Se Derrumbó Dentro de Mí,La totalidad de mi ser se desmorona en un caos interno.,Emmanuel,https://open.spotify.com/track/4hWUYwFwJKpu4o49Gon76Z
Tropical,Toma Jabón Pa Que Laves,Recibe un regalo para que tu higiene personal sea más fácil de realizar.,"Fruko Y Sus Tesos, Wilson Saoko",https://open.spotify.com/track/6OvDTGGhyKV7irnxhTmwz4
Vallenato,Toma Tú Recuerdo,"Rinde homenaje a lo que una vez fue, pero ahora es solo memoria que puedes recibir.",Los inquietos del vallenato,https://open.spotify.com/track/6Ow8ycrYyPdeV5YJK5hOwH
Tropical,Tómame,Agarra mis manos y déjame ser parte de tu vida.,Angeles,https://open.spotify.com/track/7mq993Tc9F3dd5W9fyHBav
Banda,Tomando Cerveza,"Un líquido burbujeante en un encuentro social, ideal para compartir.","Jhonny Rivera, Francisco Gómez ""El Nuevo Rey De La Música Popular""",https://open.spotify.com/track/3vAhExP8wWp7zMSZx4hvAt
Pop Anglo,Tonight (D.I.Y.A),"El momento que llega al caer la noche, cuando todo se vuelve posible.","Jax Jones, Joel Corry, Jason Derulo",https://open.spotify.com/track/1FYAysfZgA82W5QA8SwdwI
Urbana,Tonto,A veces uno actúa sin pensar y se vuelve un poco… ingenuo.,"J Balvin, Ryan Castro, DJ Snake",https://open.spotify.com/track/7mU1fei7P9h4mpjP2Otdw5
Pop Anglo,Too Good At Goodbyes,"Habilidad destacada para despedidas sin dolor, un maestro en el adiós.",Sam Smith,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
Pop Anglo,Too Good to Say Goodbye,"Demasiado excelente para despedirse, más bien sería un adiós que no debería ocurrir.",Bruno Mars,https://open.spotify.com/track/0B0tYbVp7pDQAqKDhgMeaL
Pop Anglo,Too Sweet,Un comentario sobre algo que es extremadamente agradable al paladar.,Hozier,https://open.spotify.com/track/3HMY0r2BAdpasXMY8rseR0
Urbana,top diesel,"El mejor en su campo, con energía que avanza rápido.",Beéle,https://open.spotify.com/track/2QP041AcWg8PwPIWP95RKN
Tropical,Torbellino de Amor,"Un remolino de sentimientos que gira intensamente, atrapando corazones.",Juan Carlos Alfonso y La Dan Den de Cuba,https://open.spotify.com/track/25ohsAGi2o6ZqMMVGGqYuT
Urbana,TQG,"Una abreviatura que expresa un fuerte deseo o emoción, pero en un tono directo.","KAROL G, Shakira",https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf
Tropical,Trampolín,"Superficie elástica que te impulsa hacia arriba, lista para un salto de alegría.",El Gran Combo De Puerto Rico,https://open.spotify.com/track/6o9sS5iqHV6Jwa2CTgCsM7
Pop Latino,Trátame Suavemente - Remasterizado 2007,"Manéjate con ternura, como si fuera un susurro delicado.",Soda Stereo,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU
Pop Anglo,Travelin' Man,"Un hombre en movimiento, recorriendo caminos lejanos en busca de aventuras.",Ricky Nelson,https://open.spotify.com/track/0ud4DLDefQPNjvVEydOJhJ
Urbana,Travesuras,Pequeñas acciones que causan revuelo en un juego de amor.,Nicky Jam,https://open.spotify.com/track/1PtL0YQRtq3qxDGUSwZPJ5
Tropical,Triste Y Vacía,Un estado emocional que siente soledad y carencia de llenura.,"Héctor Lavoe, Willie Colón",https://open.spotify.com/track/53GPxPUQjOBFIU4SEbQ1ze
Tropical,Trucutu,"Un sonidito juguetón que se repite, y tienes que mover el cuerpo al hacerlo.","Tommy Olivencia y Su Orquesta, Chamaco Ramírez",https://open.spotify.com/track/64g9DmjfX5oZ2MZ3Dnv5oY
Urbana,TRUQUITO - Skit,Un pequeño movimiento astuto que engaña al oponente en un juego.,Daddy Yankee,https://open.spotify.com/track/0Luxz61t3qzA8f2PNb4ktH
Tropical,Tu Amigo o Tu Amante,"Un compañero cercano, o tal vez algo más que eso, ¿qué prefieres ser?",La Sabrosura Orquesta,https://open.spotify.com/track/3XCqINkynQfUcB75MrihyK
Tropical,Tu Ausencia,Un vacío que se siente cuando esa persona especial ya no está presente.,Pedro Arroyo,https://open.spotify.com/track/4TlSeZa9Ae7wWF29UHQDkK
Urbana,Tu Boca,"Atrae todas las miradas, ese lugar en tu rostro que enamora y deleita.","Beéle, Wisin",https://open.spotify.com/track/4wtOpbBoX1O3ClP6W7OEPz
Plancha,Tu Cárcel,"Un lugar donde la libertad se siente fuera de alcance, pero habita tu ser.",Los Bukis,https://open.spotify.com/track/0LNn2O06dvsZqvWaS870xJ
Plancha,Tu Con El,Un pronombre posesivo seguido de una persona en singular que acompaña.,Los Iracundos,https://open.spotify.com/track/0QwRB5Q6nxAN0AsLavgFOa
Tropical,Tu Con El,La segunda persona del singular unida a una preposición de pertenencia.,Frankie Ruiz,https://open.spotify.com/track/5p3xpIxdICGLWvjI5FEPng
Plancha,Tu Con Él,"Un par de palabras que indican compañía, mientras un alma sufre en la lejanía.",Los Iracundos,https://open.spotify.com/track/5wPE93rO0Kwfi9q7QTOpTh
Urbana,Tu Cuerpo Me Llama,Un organismo en el que resuena un llamado irresistible y seductor.,"Reykon, LOS MORTAL COMBAT",https://open.spotify.com/track/2Cc8r3E3EaPnqN847ph6W8
Tropical,Tú de Que Vas,"Lo que eres para mí, pero también podría ser un pronombre interrogativo.",Juan Carlos Ensamble,https://open.spotify.com/track/3wm0JKHPquzOmIBrRZGfsu
Pop Latino,Tú de Qué Vas,¿Qué intención escondes detrás de esa dirección sobre lo que eres?,Franco De Vita,https://open.spotify.com/track/66iygyOSvvoQQsKJ1vEXfT
Tropical,Tú Eres,Eres la persona que ocupa mi pensamiento constantemente.,Frankie Ruiz,https://open.spotify.com/track/3ZFU7Jagw5F6oEgqkPekB9
Tropical,Tu Eres Lo Máximo,"Eres la cima en mi vida, la más alta distinción que hay.",Jerry Galante,https://open.spotify.com/track/3JfR1gW6tg9WWzapLWfCvU
Tropical,Tu Fidelidad,La lealtad que se demuestra en un vínculo profundo.,Hansel Camacho,https://open.spotify.com/track/64k6y3ALc1ItE7ugPsdpRt
Tropical,Tu Forma De Amar,La manera en que demuestras afecto y cariño hacia mí.,Pedro Conga,https://open.spotify.com/track/4fzbnMArLxwH917jh6cxi3
Urbana,Tú Foto,"La imagen que capturaste de mí, que guardas en tu dispositivo.",Ozuna,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
Urbana,Tu Jueguito,"Un entretenimiento entre dos, donde las reglas cambian según la ocasión.",Aventura,https://open.spotify.com/track/60ZPX5gGSVOz8mH64M0uXM
Urbana,Tu Libertad (feat. Prince Royce),La potestad de elegir tu camino y ser quien realmente eres.,"Wisin, Prince Royce",https://open.spotify.com/track/2Cam43R2H3xPO5cqJS7ZXE
Plancha,"Tú Llegaste, Cuando Menos Te Esperaba",Un encuentro inesperado que ilumina la vida justo en el momento más sorpresivo.,Leo Dan,https://open.spotify.com/track/3pHGQHC1G7NcaH9fZsGYFI
Banda,Tu Mal Sabor,"Un gusto que deja una huella amarga, fruto de un amor que no fue.",Yeison Jimenez,https://open.spotify.com/track/1LNLFgc99bgCWPAaJ9zUQi
Tropical,Tu Manera De Amar,"El estilo en que das amor es único y distintivo, propio de tu esencia.",Pedro Conga,https://open.spotify.com/track/2eUJ9doLmna3fqa8Mq6A0F
Tropical,Tú Me Haces Falta,La ausencia que sientes cuando alguien especial no está contigo.,Eddie Santiago,https://open.spotify.com/track/6WePMNhVJbMePASwPNgN4t
Plancha,Tú Me Pides Que Te Olvide,"Si deseas que su memoria desaparezca, aunque el corazón no lo quiera.",Leo Dan,https://open.spotify.com/track/7iPpx6NkEUfAGRICeMv11H
Tropical,Tú Me Quemas,El efecto que produce el ardor en el corazón cuando el amor se intensifica.,Eddie Santiago,https://open.spotify.com/track/0MIV6L1svhZi1KSPBU0qSd
Tropical,Tú Me Vuelves Loco,"Soy el efecto que produces en mí, desatando mi locura al contemplarte.",Frankie Ruiz,https://open.spotify.com/track/2oyuJuVCq3nQdMEm6aAMRm
Tropical,Tu Precio,"El valor que le das a lo que eres, no lo puede medir nadie.",Mariano Civico,https://open.spotify.com/track/2Fon9te68MYvRPxNBDWYRP
Urbana,Tu Príncipe,El rey que viene a rescatar a su dama.,"Daddy Yankee, Zion & Lennox",https://open.spotify.com/track/0Q7ZM15J0cJA9rd7pQYdRq
Tropical,Tú Quisiste,"La decisión fue tuya, aunque ahora duela en el corazón.",Conjunto Chaney,https://open.spotify.com/track/7psGiuDGvnkSvcyZ59xggi
Urbana,Tu recuerdo,"La memoria de lo que fue, aunque ya no esté presente.",Maluma,https://open.spotify.com/track/2Myp53WxhQq9JTWNEFNyCn
Pop Latino,Tu Recuerdo (feat. Chambao & Tommy Torres),Lo que permanece en la memoria de algo que se ha ido.,"Ricky Martin, Chambao, Tommy Torres",https://open.spotify.com/track/317pCszjSc7IYw8n9mgQgL
Pop Latino,Tu Recuerdo (feat. Chambao & Tommy Torres) - MTV Unplugged Version,Lo que permanece en la mente cuando alguien querido ya no está.,"Ricky Martin, Chambao, Tommy Torres",https://open.spotify.com/track/61hJK3EfAd1LDk7x5OrCTc
Banda,Tu Sangre en Mi Cuerpo,"Un líquido vital que recorre tu ser, ahora en mi interior.","Ángela Aguilar, Pepe Aguilar",https://open.spotify.com/track/1EarUeWxzDC364EWOSXhNL
Vallenato,Tu Vas A Volar,"Cuando alguien rompe las cadenas que lo atan, ¿a dónde se dirige su espíritu?",Los Diablitos,https://open.spotify.com/track/7niiFKqQlF9SM6G5fWui9j
Urbana,TU VAS SIN (fav),"Paseas sin que nadie te detenga, dejando huellas en el camino.",Rels B,https://open.spotify.com/track/6uiQ0DqbXTBc8tl0AUKZkR
Banda,Tu Veneno,"Sustancia que intoxica el corazón, irresistible y peligrosa a la vez.","Jessi Uribe, Jhonny Rivera",https://open.spotify.com/track/6baqa74IoPWJPy8grAX8CF
Urbana,Tu Veneno,"El líquido que provoca una atracción mortal, despierta tanto deseo como dolor.",J Balvin,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
Tropical,Tu y Yo,"La conexión entre dos personas, donde uno y otro son inseparables.",La Misma Gente,https://open.spotify.com/track/3bzKUx3jwyOIWuINVfg5jV
Banda,TULUM,Un lugar en la costa mexicana donde el sol brilla intensamente y el tiempo se detiene.,"Peso Pluma, Grupo Frontera",https://open.spotify.com/track/7bPp2NmpmyhLJ7zWazAXMu
Urbana,TURiSTA,"Un viajero que visita sin un destino fijo, sin hojas de ruta.",Bad Bunny,https://open.spotify.com/track/7tCuCjhxzjX2XCz4JiiAsp
Urbana,Turn Me On,Activa mi deseo y enciende mi pasión.,Kevin Lyttle,https://open.spotify.com/track/0BBOLOV5JntPL3341swIre
Pop Anglo,Turn Up The Sunshine - From 'Minions: The Rise of Gru' Soundtrack,Eleva la luz que hace que el día brille aún más.,"Diana Ross, Tame Impala",https://open.spotify.com/track/4qfsIA030Dnr1K6rs2JVYq
Urbana,Tusa,"En Colombia, así se llama la pena tras una separación romántica.",KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
Urbana,Tusa,Una palabra que usamos para describir cuando una relación se descompone.,"KAROL G, Nicki Minaj",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
Urbana,Tutu,"Una prenda que te hace sentir especial, como un baile suave y encantador.","Camilo, Pedro Capó",https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
Urbana,Un Afrito,Un instante de frío que te deja un fuerte ardor en el corazón.,Juan Duque,https://open.spotify.com/track/213EYsG3x95vtxupDU1XMc
Tropical,Un Alto en el Camino,Detente por un momento en la ruta que has elegido.,Grupo Niche,https://open.spotify.com/track/5F9fsLJOvnMEAgFNBuO4xu
Tropical,Un Amante Como Yo,"Un ser querido que comparte más que cariño, pero se siente especial por su singularidad.",La Suprema Corte,https://open.spotify.com/track/1xwhKDnb8EMk1Be5tjGbnU
Tropical,Un Amor De La Calle,Un sentimiento que brota entre las aceras y se vive en cada rincón.,Héctor Lavoe,https://open.spotify.com/track/66juz7XEijXRIMtFXYtuSi
Plancha,Un Beso Y Una Flor,Un toque suave y un regalo de la naturaleza que simboliza amor eterno.,Nino Bravo,https://open.spotify.com/track/5IU4JO2cpa0wPK8oQWFfCr
Pop Latino,Un Buen Perdedor,El que acepta la derrota con nobleza es alguien que sabe perder bien.,Franco De Vita,https://open.spotify.com/track/0T7JubkdjBXNDVadRIq2ck
Vallenato,Un Camino Lejano,Un sendero que se extiende por mucho tiempo y distancia.,Binomio de Oro de América,https://open.spotify.com/track/34dXtfHp5Zf8TV4dwqXGGg
Tropical,Un Caso Social,Un asunto nada habitual que despierta interés en la sociedad.,Grupo Niche,https://open.spotify.com/track/5irSOlA7zXrwkJHVPgyVZQ
Urbana,Un Desperdicio,Lo que sucede cuando algo valioso se deja ir sin aprovechar.,"Rels B, Junior H",https://open.spotify.com/track/75qepWUT3FEyPyXQMMMVZm
Tropical,Un Día Después,Un periodo en el que el sol regresa tras haberse ocultado.,Grupo Niche,https://open.spotify.com/track/3uciPSsKqqgG2HuLlUTEDm
Plancha,Un Gato en la Oscuridad - Un Gato en Blu,Un felino que se mueve en la penumbra.,Roberto Carlos,https://open.spotify.com/track/7iBPBs3IQxMqbWS8jsNK32
Tropical,Un Hombre Busca Una Mujer,Un caballero intenta encontrar a una dama para compartir su vida.,"Jossie Esteban, La Patrulla 15",https://open.spotify.com/track/0gUEASZhZGZb60JqyQwytv
Plancha,Un Idiota,Aquel que actúa sin pensar y enfrenta las consecuencias de su torpeza.,Joan Sebastian,https://open.spotify.com/track/5susfx6SX1tebTCLSxe74K
Vallenato,Un Osito Dormilón,Un pequeño mamífero que se halla en sueños.,Binomio de Oro de América,https://open.spotify.com/track/2kfy5uzINhvThNfTqgXNPt
Banda,Un Perro Enamorado,Un canino que siente fuertes sentimientos por otro ser.,Yeison Jimenez,https://open.spotify.com/track/3kcr3teEgyTOVIAxMPOPeO
Urbana,UN PESO,Una carga ligera que te hace sentir que vales más en la vida.,"J Balvin, Bad Bunny, Marciano Cantero",https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
Vallenato,Un Recuerdo Que Mata,Algo del pasado que hiere y desgasta con su peso.,Binomio de Oro de América,https://open.spotify.com/track/6olio6TmfjrE5Jmnq3F1VV
Urbana,Un Rodeoooo,Un circuito cerrado para alguien con quien siempre quieres estar.,Rels B,https://open.spotify.com/track/1fcOwu14PSWy2JJhpGIOoL
Pop Latino,Un Siglo Sin Ti,Un periodo de cien años sin tu presencia en mi vida.,Chayanne,https://open.spotify.com/track/5NSJ0qoxwbO26tVvqpL4N2
Vallenato,Un Solo Corazón,Una única fuente de amor que late en perfecta armonía.,Los Gigantes Del Vallenato,https://open.spotify.com/track/4AEAHcLDOoL0BGhrrvQ2RE
Vallenato,Un Solo Cuerpo,Una única forma física que comparte el amor entre dos almas.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/4O2h7M3LF9jYoVSuDh8E23
